,DrugBank ID,Drug name,UniProt ID,UniProt Name
2568,DB01069,Promethazine,Q99571,P2X purinoceptor 4
2569,DB01069,Promethazine,Q93086,P2X purinoceptor 5
2570,DB01069,Promethazine,O15547,P2X purinoceptor 6
2571,DB01069,Promethazine,Q99572,P2X purinoceptor 7
2572,DB01069,Promethazine,P47900,P2Y purinoceptor 1
2573,DB01069,Promethazine,Q96G91,P2Y purinoceptor 11
2574,DB01069,Promethazine,Q9H244,P2Y purinoceptor 12
2575,DB01069,Promethazine,Q9BPV8,P2Y purinoceptor 13
2576,DB01069,Promethazine,Q15391,P2Y purinoceptor 14
2577,DB01069,Promethazine,P41231,P2Y purinoceptor 2
2578,DB01069,Promethazine,P51582,P2Y purinoceptor 4
2579,DB01069,Promethazine,Q86VZ1,P2Y purinoceptor 8
2580,DB01069,Promethazine,O00398,Putative P2Y purinoceptor 10
2581,DB01069,Promethazine,P35498,Sodium channel protein type 1 subunit alpha
2582,DB01069,Promethazine,Q9Y5Y9,Sodium channel protein type 10 subunit alpha
2583,DB01069,Promethazine,Q9UI33,Sodium channel protein type 11 subunit alpha
2584,DB01069,Promethazine,Q99250,Sodium channel protein type 2 subunit alpha
2585,DB01069,Promethazine,Q9NY46,Sodium channel protein type 3 subunit alpha
2586,DB01069,Promethazine,P35499,Sodium channel protein type 4 subunit alpha
2587,DB01069,Promethazine,Q14524,Sodium channel protein type 5 subunit alpha
2588,DB01069,Promethazine,Q01118,Sodium channel protein type 7 subunit alpha
2589,DB01069,Promethazine,Q9UQD0,Sodium channel protein type 8 subunit alpha
2590,DB01069,Promethazine,Q15858,Sodium channel protein type 9 subunit alpha
2591,DB01069,Promethazine,Q09470,Potassium voltage-gated channel subfamily A member 1
2592,DB01069,Promethazine,Q16322,Potassium voltage-gated channel subfamily A member 10
2593,DB01069,Promethazine,P16389,Potassium voltage-gated channel subfamily A member 2
2594,DB01069,Promethazine,P22001,Potassium voltage-gated channel subfamily A member 3
2595,DB01069,Promethazine,P22459,Potassium voltage-gated channel subfamily A member 4
2596,DB01069,Promethazine,P22460,Potassium voltage-gated channel subfamily A member 5
2597,DB01069,Promethazine,P17658,Potassium voltage-gated channel subfamily A member 6
2598,DB01069,Promethazine,Q14721,Potassium voltage-gated channel subfamily B member 1
2599,DB01069,Promethazine,Q92953,Potassium voltage-gated channel subfamily B member 2
2600,DB01069,Promethazine,P48547,Potassium voltage-gated channel subfamily C member 1
2601,DB01069,Promethazine,Q96PR1,Potassium voltage-gated channel subfamily C member 2
2602,DB01069,Promethazine,Q14003,Potassium voltage-gated channel subfamily C member 3
2603,DB01069,Promethazine,Q03721,Potassium voltage-gated channel subfamily C member 4
2604,DB01069,Promethazine,Q9NSA2,Potassium voltage-gated channel subfamily D member 1
2605,DB01069,Promethazine,Q9NZV8,Potassium voltage-gated channel subfamily D member 2
2606,DB01069,Promethazine,Q9UK17,Potassium voltage-gated channel subfamily D member 3
2607,DB01069,Promethazine,P15382,Potassium voltage-gated channel subfamily E member 1
2608,DB01069,Promethazine,Q9Y6J6,Potassium voltage-gated channel subfamily E member 2
2609,DB01069,Promethazine,Q9Y6H6,Potassium voltage-gated channel subfamily E member 3
2610,DB01069,Promethazine,Q8WWG9,Potassium voltage-gated channel subfamily E member 4
2611,DB01069,Promethazine,Q9UJ90,Potassium voltage-gated channel subfamily E regulatory beta subunit 5
2612,DB01069,Promethazine,Q9H3M0,Potassium voltage-gated channel subfamily F member 1
2613,DB01069,Promethazine,Q9UIX4,Potassium voltage-gated channel subfamily G member 1
2614,DB01069,Promethazine,Q9UJ96,Potassium voltage-gated channel subfamily G member 2
2615,DB01069,Promethazine,Q8TAE7,Potassium voltage-gated channel subfamily G member 3
2616,DB01069,Promethazine,Q8TDN1,Potassium voltage-gated channel subfamily G member 4
2617,DB01069,Promethazine,O95259,Potassium voltage-gated channel subfamily H member 1
2618,DB01069,Promethazine,Q12809,Potassium voltage-gated channel subfamily H member 2
2619,DB01069,Promethazine,Q9ULD8,Potassium voltage-gated channel subfamily H member 3
2620,DB01069,Promethazine,Q9UQ05,Potassium voltage-gated channel subfamily H member 4
2621,DB01069,Promethazine,Q8NCM2,Potassium voltage-gated channel subfamily H member 5
2622,DB01069,Promethazine,Q9H252,Potassium voltage-gated channel subfamily H member 6
2623,DB01069,Promethazine,Q9NS40,Potassium voltage-gated channel subfamily H member 7
2624,DB01069,Promethazine,Q96L42,Potassium voltage-gated channel subfamily H member 8
2625,DB01069,Promethazine,P51787,Potassium voltage-gated channel subfamily KQT member 1
2626,DB01069,Promethazine,O43526,Potassium voltage-gated channel subfamily KQT member 2
2627,DB01069,Promethazine,O43525,Potassium voltage-gated channel subfamily KQT member 3
2628,DB01069,Promethazine,P56696,Potassium voltage-gated channel subfamily KQT member 4
2629,DB01069,Promethazine,Q9NR82,Potassium voltage-gated channel subfamily KQT member 5
2630,DB01069,Promethazine,Q96KK3,Potassium voltage-gated channel subfamily S member 1
2631,DB01069,Promethazine,Q9BQ31,Potassium voltage-gated channel subfamily S member 3
2632,DB01069,Promethazine,Q6PIU1,Potassium voltage-gated channel subfamily V member 1
2633,DB01069,Promethazine,Q8TDN2,Potassium voltage-gated channel subfamily V member 2
2634,DB01069,Promethazine,Q14722,Voltage-gated potassium channel subunit beta-1
2635,DB01069,Promethazine,Q13303,Voltage-gated potassium channel subunit beta-2
2636,DB01182,Propafenone,Q14524,Sodium channel protein type 5 subunit alpha
2637,DB01182,Propafenone,Q12809,Potassium voltage-gated channel subfamily H member 2
2638,DB01182,Propafenone,P08588,Beta-1 adrenergic receptor
2639,DB01182,Propafenone,P07550,Beta-2 adrenergic receptor
2640,DB00571,Propranolol,P08588,Beta-1 adrenergic receptor
2641,DB00571,Propranolol,P07550,Beta-2 adrenergic receptor
2642,DB00571,Propranolol,P13945,Beta-3 adrenergic receptor
2643,DB00571,Propranolol,P08908,5-hydroxytryptamine receptor 1A
2644,DB00571,Propranolol,P28222,5-hydroxytryptamine receptor 1B
2645,DB00550,Propylthiouracil,P07202,Thyroid peroxidase
2646,DB00852,Pseudoephedrine,P23975,Sodium-dependent noradrenaline transporter
2647,DB00852,Pseudoephedrine,Q01959,Sodium-dependent dopamine transporter
2648,DB00852,Pseudoephedrine,P35348,Alpha-1A adrenergic receptor
2649,DB00852,Pseudoephedrine,P08913,Alpha-2A adrenergic receptor
2650,DB00852,Pseudoephedrine,P07550,Beta-2 adrenergic receptor
2651,DB00852,Pseudoephedrine,P31645,Sodium-dependent serotonin transporter
2652,DB00852,Pseudoephedrine,P08588,Beta-1 adrenergic receptor
2653,DB00852,Pseudoephedrine,O95644,"Nuclear factor of activated T-cells, cytoplasmic 1"
2654,DB00852,Pseudoephedrine,P01375,Tumor necrosis factor
2655,DB00852,Pseudoephedrine,P19838,Nuclear factor NF-kappa-B p105 subunit
2656,DB00852,Pseudoephedrine,P18846,Cyclic AMP-dependent transcription factor ATF-1
2657,DB00852,Pseudoephedrine,P15336,Cyclic AMP-dependent transcription factor ATF-2
2658,DB00852,Pseudoephedrine,P18847,Cyclic AMP-dependent transcription factor ATF-3
2659,DB00852,Pseudoephedrine,P18848,Cyclic AMP-dependent transcription factor ATF-4
2660,DB00852,Pseudoephedrine,Q9Y2D1,Cyclic AMP-dependent transcription factor ATF-5
2661,DB00852,Pseudoephedrine,P18850,Cyclic AMP-dependent transcription factor ATF-6 alpha
2662,DB00852,Pseudoephedrine,P17544,Cyclic AMP-dependent transcription factor ATF-7
2663,DB00852,Pseudoephedrine,Q8WYK2,Jun dimerization protein 2
2664,DB00852,Pseudoephedrine,P01100,Proto-oncogene c-Fos
2665,DB00852,Pseudoephedrine,P05412,Transcription factor AP-1
2666,DB00852,Pseudoephedrine,P60568,Interleukin-2
2667,DB00545,Pyridostigmine,P22303,Acetylcholinesterase
2668,DB00545,Pyridostigmine,P06276,Cholinesterase
2669,DB00545,Pyridostigmine,P02768,Serum albumin
2670,DB00165,Pyridoxine,O00764,Pyridoxal kinase
2671,DB01224,Quetiapine,P28223,5-hydroxytryptamine receptor 2A
2672,DB01224,Quetiapine,P14416,D(2) dopamine receptor
2673,DB01224,Quetiapine,P08908,5-hydroxytryptamine receptor 1A
2674,DB01224,Quetiapine,P28222,5-hydroxytryptamine receptor 1B
2675,DB01224,Quetiapine,P28221,5-hydroxytryptamine receptor 1D
2676,DB01224,Quetiapine,P28566,5-hydroxytryptamine receptor 1E
2677,DB01224,Quetiapine,P28335,5-hydroxytryptamine receptor 2C
2678,DB01224,Quetiapine,P46098,5-hydroxytryptamine receptor 3A
2679,DB01224,Quetiapine,P50406,5-hydroxytryptamine receptor 6
2680,DB01224,Quetiapine,P34969,5-hydroxytryptamine receptor 7
2681,DB01224,Quetiapine,P21728,D(1A) dopamine receptor
2682,DB01224,Quetiapine,P21918,D(1B) dopamine receptor
2683,DB01224,Quetiapine,P35462,D(3) dopamine receptor
2684,DB01224,Quetiapine,P21917,D(4) dopamine receptor
2685,DB01224,Quetiapine,P35367,Histamine H1 receptor
2686,DB01224,Quetiapine,P35348,Alpha-1A adrenergic receptor
2687,DB01224,Quetiapine,P35368,Alpha-1B adrenergic receptor
2688,DB01224,Quetiapine,P25100,Alpha-1D adrenergic receptor
2689,DB01224,Quetiapine,P08913,Alpha-2A adrenergic receptor
2690,DB01224,Quetiapine,P18089,Alpha-2B adrenergic receptor
2691,DB01224,Quetiapine,P18825,Alpha-2C adrenergic receptor
2692,DB01224,Quetiapine,P11229,Muscarinic acetylcholine receptor M1
2693,DB01224,Quetiapine,P08172,Muscarinic acetylcholine receptor M2
2694,DB01224,Quetiapine,P20309,Muscarinic acetylcholine receptor M3
2695,DB01224,Quetiapine,P08173,Muscarinic acetylcholine receptor M4
2696,DB01224,Quetiapine,P08912,Muscarinic acetylcholine receptor M5
2697,DB00881,Quinapril,P12821,Angiotensin-converting enzyme
2698,DB00908,Quinidine,Q14524,Sodium channel protein type 5 subunit alpha
2699,DB00908,Quinidine,O00180,Potassium channel subfamily K member 1
2700,DB00908,Quinidine,Q9Y257,Potassium channel subfamily K member 6
2701,DB00908,Quinidine,Q12809,Potassium voltage-gated channel subfamily H member 2
2702,DB00908,Quinidine,P35348,Alpha-1A adrenergic receptor
2703,DB00908,Quinidine,P35368,Alpha-1B adrenergic receptor
2704,DB00908,Quinidine,P25100,Alpha-1D adrenergic receptor
2705,DB00468,Quinine,P14770,Platelet glycoprotein IX
2706,DB00468,Quinine,O15554,Intermediate conductance calcium-activated potassium channel protein 4
2707,DB01129,Rabeprazole,P20648,Potassium-transporting ATPase alpha chain 1
2708,DB00481,Raloxifene,P03372,Estrogen receptor
2709,DB00481,Raloxifene,Q92731,Estrogen receptor beta
2710,DB00481,Raloxifene,P50453,Serpin B9
2711,DB00481,Raloxifene,P04155,Trefoil factor 1
2712,DB00178,Ramipril,P12821,Angiotensin-converting enzyme
2713,DB00178,Ramipril,P46663,B1 bradykinin receptor
2714,DB00863,Ranitidine,P25021,Histamine H2 receptor
2715,DB00863,Ranitidine,P22303,Acetylcholinesterase
2716,DB01367,Rasagiline,P27338,Amine oxidase [flavin-containing] B
2717,DB01367,Rasagiline,P10415,Apoptosis regulator Bcl-2
2718,DB00899,Remifentanil,P35372,Mu-type opioid receptor
2719,DB00899,Remifentanil,P41143,Delta-type opioid receptor
2720,DB00899,Remifentanil,P41145,Kappa-type opioid receptor
2721,DB00912,Repaglinide,Q09428,ATP-binding cassette sub-family C member 8
2722,DB00912,Repaglinide,P37231,Peroxisome proliferator-activated receptor gamma
2723,DB00206,Reserpine,Q05940,Synaptic vesicular amine transporter
2724,DB00206,Reserpine,P54219,Chromaffin granule amine transporter
2725,DB00206,Reserpine,O15392,Baculoviral IAP repeat-containing protein 5
2726,DB00140,Riboflavin,Q969G6,Riboflavin kinase
2727,DB00140,Riboflavin,P0AFU8,Riboflavin synthase
2728,DB00140,Riboflavin,P30043,Flavin reductase (NADPH)
2729,DB00734,Risperidone,P28223,5-hydroxytryptamine receptor 2A
2730,DB00734,Risperidone,P14416,D(2) dopamine receptor
2731,DB00734,Risperidone,P35368,Alpha-1B adrenergic receptor
2732,DB00734,Risperidone,P18089,Alpha-2B adrenergic receptor
2733,DB00734,Risperidone,P35348,Alpha-1A adrenergic receptor
2734,DB00734,Risperidone,P18825,Alpha-2C adrenergic receptor
2735,DB00734,Risperidone,P35367,Histamine H1 receptor
2736,DB00734,Risperidone,P28335,5-hydroxytryptamine receptor 2C
2737,DB00734,Risperidone,P28221,5-hydroxytryptamine receptor 1D
2738,DB00734,Risperidone,P08908,5-hydroxytryptamine receptor 1A
2739,DB00734,Risperidone,P34969,5-hydroxytryptamine receptor 7
2740,DB00734,Risperidone,P21728,D(1A) dopamine receptor
2741,DB00989,Rivastigmine,P22303,Acetylcholinesterase
2742,DB00989,Rivastigmine,P06276,Cholinesterase
2743,DB00953,Rizatriptan,P30939,5-hydroxytryptamine receptor 1F
2744,DB00953,Rizatriptan,P28221,5-hydroxytryptamine receptor 1D
2745,DB00953,Rizatriptan,P28222,5-hydroxytryptamine receptor 1B
2746,DB00533,Rofecoxib,P35354,Prostaglandin G/H synthase 2
2747,DB00533,Rofecoxib,P15502,Elastin
2748,DB00268,Ropinirole,P35462,D(3) dopamine receptor
2749,DB00268,Ropinirole,P21917,D(4) dopamine receptor
2750,DB00268,Ropinirole,P14416,D(2) dopamine receptor
2751,DB00268,Ropinirole,P35348,Alpha-1A adrenergic receptor
2752,DB00268,Ropinirole,P35368,Alpha-1B adrenergic receptor
2753,DB00268,Ropinirole,P25100,Alpha-1D adrenergic receptor
2754,DB00268,Ropinirole,P08913,Alpha-2A adrenergic receptor
2755,DB00268,Ropinirole,P18089,Alpha-2B adrenergic receptor
2756,DB00268,Ropinirole,P18825,Alpha-2C adrenergic receptor
2757,DB00412,Rosiglitazone,P37231,Peroxisome proliferator-activated receptor gamma
2758,DB00412,Rosiglitazone,O60488,Long-chain-fatty-acid--CoA ligase 4
2759,DB00412,Rosiglitazone,Q07869,Peroxisome proliferator-activated receptor alpha
2760,DB00412,Rosiglitazone,Q03181,Peroxisome proliferator-activated receptor delta
2761,DB00412,Rosiglitazone,P19793,Retinoic acid receptor RXR-alpha
2762,DB00412,Rosiglitazone,P28702,Retinoic acid receptor RXR-beta
2763,DB00412,Rosiglitazone,P48443,Retinoic acid receptor RXR-gamma
2764,DB01098,Rosuvastatin,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase
2765,DB01098,Rosuvastatin,P20701,Integrin alpha-L
2766,DB01001,Salbutamol,P07550,Beta-2 adrenergic receptor
2767,DB01001,Salbutamol,P08588,Beta-1 adrenergic receptor
2768,DB01001,Salbutamol,P13945,Beta-3 adrenergic receptor
2769,DB00938,Salmeterol,P07550,Beta-2 adrenergic receptor
2770,DB00938,Salmeterol,P08588,Beta-1 adrenergic receptor
2771,DB00938,Salmeterol,P13945,Beta-3 adrenergic receptor
2772,DB01399,Salsalate,P35354,Prostaglandin G/H synthase 2
2773,DB01399,Salsalate,P23219,Prostaglandin G/H synthase 1
2774,DB01232,Saquinavir,Q72874,Pol polyprotein
2775,DB00747,Scopolamine,P11229,Muscarinic acetylcholine receptor M1
2776,DB00747,Scopolamine,P14410,"Sucrase-isomaltase, intestinal"
2777,DB00747,Scopolamine,P08172,Muscarinic acetylcholine receptor M2
2778,DB00747,Scopolamine,P20309,Muscarinic acetylcholine receptor M3
2779,DB00747,Scopolamine,P08173,Muscarinic acetylcholine receptor M4
2780,DB00747,Scopolamine,P08912,Muscarinic acetylcholine receptor M5
2781,DB00747,Scopolamine,P43681,Neuronal acetylcholine receptor subunit alpha-4
2782,DB00747,Scopolamine,P17787,Neuronal acetylcholine receptor subunit beta-2
2783,DB00010,Sermorelin,Q02643,Growth hormone-releasing hormone receptor
2784,DB01104,Sertraline,P31645,Sodium-dependent serotonin transporter
2785,DB01104,Sertraline,Q01959,Sodium-dependent dopamine transporter
2786,DB01104,Sertraline,O00264,Membrane-associated progesterone receptor component 1
2787,DB01104,Sertraline,Q99720,Sigma non-opioid intracellular receptor 1
2788,DB01104,Sertraline,P23975,Sodium-dependent noradrenaline transporter
2789,DB01104,Sertraline,Q7RTT9,Equilibrative nucleoside transporter 4
2790,DB01105,Sibutramine,P23975,Sodium-dependent noradrenaline transporter
2791,DB01105,Sibutramine,P31645,Sodium-dependent serotonin transporter
2792,DB01105,Sibutramine,Q01959,Sodium-dependent dopamine transporter
2793,DB00203,Sildenafil,O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase"
2794,DB00203,Sildenafil,P18545,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma"
2795,DB00203,Sildenafil,Q13956,"Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma"
2796,DB00641,Simvastatin,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase
2797,DB00641,Simvastatin,P20701,Integrin alpha-L
2798,DB00641,Simvastatin,Q92769,Histone deacetylase 2
2799,DB01261,Sitagliptin,P27487,Dipeptidyl peptidase 4
2800,DB00398,Sorafenib,P35916,Vascular endothelial growth factor receptor 3
2801,DB00398,Sorafenib,P04049,RAF proto-oncogene serine/threonine-protein kinase
2802,DB00398,Sorafenib,P35968,Vascular endothelial growth factor receptor 2
2803,DB00398,Sorafenib,P15056,Serine/threonine-protein kinase B-raf
2804,DB00398,Sorafenib,P36888,Receptor-type tyrosine-protein kinase FLT3
2805,DB00398,Sorafenib,P09619,Platelet-derived growth factor receptor beta
2806,DB00398,Sorafenib,P10721,Mast/stem cell growth factor receptor Kit
2807,DB00398,Sorafenib,P11362,Fibroblast growth factor receptor 1
2808,DB00398,Sorafenib,P07949,Proto-oncogene tyrosine-protein kinase receptor Ret
2809,DB00398,Sorafenib,P17948,Vascular endothelial growth factor receptor 1
2810,DB00489,Sotalol,Q12809,Potassium voltage-gated channel subfamily H member 2
2811,DB00489,Sotalol,P08588,Beta-1 adrenergic receptor
2812,DB00489,Sotalol,P07550,Beta-2 adrenergic receptor
2813,DB00421,Spironolactone,P08235,Mineralocorticoid receptor
2814,DB00421,Spironolactone,P10275,Androgen receptor
2815,DB00421,Spironolactone,P06401,Progesterone receptor
2816,DB00421,Spironolactone,P04150,Glucocorticoid receptor
2817,DB00421,Spironolactone,P19099,"Cytochrome P450 11B2, mitochondrial"
2818,DB00421,Spironolactone,P05093,"Steroid 17-alpha-hydroxylase/17,20 lyase"
2819,DB00421,Spironolactone,P18405,3-oxo-5-alpha-steroid 4-dehydrogenase 1
2820,DB00421,Spironolactone,P31213,3-oxo-5-alpha-steroid 4-dehydrogenase 2
2821,DB00421,Spironolactone,Q9H8P0,Polyprenol reductase
2822,DB00421,Spironolactone,P04278,Sex hormone-binding globulin
2823,DB00421,Spironolactone,Q06432,Voltage-dependent calcium channel gamma-1 subunit
2824,DB00421,Spironolactone,Q9Y698,Voltage-dependent calcium channel gamma-2 subunit
2825,DB00421,Spironolactone,O60359,Voltage-dependent calcium channel gamma-3 subunit
2826,DB00421,Spironolactone,Q9UBN1,Voltage-dependent calcium channel gamma-4 subunit
2827,DB00421,Spironolactone,Q9UF02,Voltage-dependent calcium channel gamma-5 subunit
2828,DB00421,Spironolactone,Q9BXT2,Voltage-dependent calcium channel gamma-6 subunit
2829,DB00421,Spironolactone,P62955,Voltage-dependent calcium channel gamma-7 subunit
2830,DB00421,Spironolactone,Q8WXS5,Voltage-dependent calcium channel gamma-8 subunit
2831,DB00421,Spironolactone,P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1
2832,DB00421,Spironolactone,Q9NY47,Voltage-dependent calcium channel subunit alpha-2/delta-2
2833,DB00421,Spironolactone,Q8IZS8,Voltage-dependent calcium channel subunit alpha-2/delta-3
2834,DB00421,Spironolactone,Q7Z3S7,Voltage-dependent calcium channel subunit alpha-2/delta-4
2835,DB00421,Spironolactone,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
2836,DB00421,Spironolactone,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D
2837,DB00421,Spironolactone,O60840,Voltage-dependent L-type calcium channel subunit alpha-1F
2838,DB00421,Spironolactone,Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S
2839,DB00421,Spironolactone,Q02641,Voltage-dependent L-type calcium channel subunit beta-1
2840,DB00421,Spironolactone,Q08289,Voltage-dependent L-type calcium channel subunit beta-2
2841,DB00421,Spironolactone,P54284,Voltage-dependent L-type calcium channel subunit beta-3
2842,DB00421,Spironolactone,O00305,Voltage-dependent L-type calcium channel subunit beta-4
2843,DB00421,Spironolactone,Q00975,Voltage-dependent N-type calcium channel subunit alpha-1B
2844,DB00421,Spironolactone,O00555,Voltage-dependent P/Q-type calcium channel subunit alpha-1A
2845,DB00421,Spironolactone,Q15878,Voltage-dependent R-type calcium channel subunit alpha-1E
2846,DB00421,Spironolactone,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G
2847,DB00421,Spironolactone,O95180,Voltage-dependent T-type calcium channel subunit alpha-1H
2848,DB00421,Spironolactone,Q9P0X4,Voltage-dependent T-type calcium channel subunit alpha-1I
2849,DB00421,Spironolactone,O75469,Nuclear receptor subfamily 1 group I member 2
2850,DB00428,Streptozocin,P11168,"Solute carrier family 2, facilitated glucose transporter member 2"
2851,DB00428,Streptozocin,Q89ZI2,O-GlcNAcase BT_4395
2852,DB00428,Streptozocin,O60502,Protein O-GlcNAcase
2853,DB00364,Sucralfate,P0DJD9,Pepsin A-5
2854,DB00364,Sucralfate,P09038,Fibroblast growth factor 2
2855,DB00364,Sucralfate,P01133,Pro-epidermal growth factor
2856,DB00364,Sucralfate,P02671,Fibrinogen alpha chain
2857,DB00364,Sucralfate,P02675,Fibrinogen beta chain
2858,DB00364,Sucralfate,P02679,Fibrinogen gamma chain
2859,DB00795,Sulfasalazine,P09917,Arachidonate 5-lipoxygenase
2860,DB00795,Sulfasalazine,P35354,Prostaglandin G/H synthase 2
2861,DB00795,Sulfasalazine,P23219,Prostaglandin G/H synthase 1
2862,DB00795,Sulfasalazine,P37231,Peroxisome proliferator-activated receptor gamma
2863,DB00795,Sulfasalazine,O15111,Inhibitor of nuclear factor kappa-B kinase subunit alpha
2864,DB00795,Sulfasalazine,O14920,Inhibitor of nuclear factor kappa-B kinase subunit beta
2865,DB00795,Sulfasalazine,Q9UPY5,Cystine/glutamate transporter
2866,DB00795,Sulfasalazine,P24752,"Acetyl-CoA acetyltransferase, mitochondrial"
2867,DB00795,Sulfasalazine,P24557,Thromboxane-A synthase
2868,DB00795,Sulfasalazine,P04054,Phospholipase A2
2869,DB00605,Sulindac,P35354,Prostaglandin G/H synthase 2
2870,DB00605,Sulindac,P23219,Prostaglandin G/H synthase 1
2871,DB00605,Sulindac,P15121,Aldose reductase
2872,DB00605,Sulindac,P27361,Mitogen-activated protein kinase 3
2873,DB00605,Sulindac,Q03181,Peroxisome proliferator-activated receptor delta
2874,DB00605,Sulindac,Q9Y5Y4,Prostaglandin D2 receptor 2
2875,DB00605,Sulindac,O60218,Aldo-keto reductase family 1 member B10
2876,DB00669,Sumatriptan,P30939,5-hydroxytryptamine receptor 1F
2877,DB00669,Sumatriptan,P28221,5-hydroxytryptamine receptor 1D
2878,DB00669,Sumatriptan,P28222,5-hydroxytryptamine receptor 1B
2879,DB00669,Sumatriptan,P08908,5-hydroxytryptamine receptor 1A
2880,DB01268,Sunitinib,P09619,Platelet-derived growth factor receptor beta
2881,DB01268,Sunitinib,P17948,Vascular endothelial growth factor receptor 1
2882,DB01268,Sunitinib,P10721,Mast/stem cell growth factor receptor Kit
2883,DB01268,Sunitinib,P35968,Vascular endothelial growth factor receptor 2
2884,DB01268,Sunitinib,P35916,Vascular endothelial growth factor receptor 3
2885,DB01268,Sunitinib,P36888,Receptor-type tyrosine-protein kinase FLT3
2886,DB01268,Sunitinib,P07333,Macrophage colony-stimulating factor 1 receptor
2887,DB01268,Sunitinib,P16234,Platelet-derived growth factor receptor alpha
2888,DB00382,Tacrine,P22303,Acetylcholinesterase
2889,DB00382,Tacrine,P06276,Cholinesterase
2890,DB00382,Tacrine,P23141,Liver carboxylesterase 1
2891,DB00864,Tacrolimus,P62942,Peptidyl-prolyl cis-trans isomerase FKBP1A
2892,DB00820,Tadalafil,O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase"
2893,DB00820,Tadalafil,Q9HCR9,"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A"
2894,DB00675,Tamoxifen,P03372,Estrogen receptor
2895,DB00675,Tamoxifen,Q92731,Estrogen receptor beta
2896,DB00675,Tamoxifen,Q15125,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase"
2897,DB00675,Tamoxifen,P17252,Protein kinase C alpha type
2898,DB00675,Tamoxifen,P05771,Protein kinase C beta type
2899,DB00675,Tamoxifen,Q05655,Protein kinase C delta type
2900,DB00675,Tamoxifen,Q02156,Protein kinase C epsilon type
2901,DB00675,Tamoxifen,P05129,Protein kinase C gamma type
2902,DB00675,Tamoxifen,P41743,Protein kinase C iota type
2903,DB00675,Tamoxifen,Q04759,Protein kinase C theta type
2904,DB00675,Tamoxifen,Q05513,Protein kinase C zeta type
2905,DB00675,Tamoxifen,P10275,Androgen receptor
2906,DB00675,Tamoxifen,Q12809,Potassium voltage-gated channel subfamily H member 2
2907,DB00675,Tamoxifen,O75469,Nuclear receptor subfamily 1 group I member 2
2908,DB00675,Tamoxifen,P62508,Estrogen-related receptor gamma
2909,DB00675,Tamoxifen,P04278,Sex hormone-binding globulin
2910,DB00675,Tamoxifen,P45983,Mitogen-activated protein kinase 8
2911,DB00706,Tamsulosin,P35348,Alpha-1A adrenergic receptor
2912,DB00706,Tamsulosin,P25100,Alpha-1D adrenergic receptor
2913,DB00706,Tamsulosin,P35368,Alpha-1B adrenergic receptor
2914,DB00966,Telmisartan,P30556,Type-1 angiotensin II receptor
2915,DB00966,Telmisartan,P37231,Peroxisome proliferator-activated receptor gamma
2916,DB06287,Temsirolimus,P42345,Serine/threonine-protein kinase mTOR
2917,DB00444,Teniposide,P11388,DNA topoisomerase 2-alpha
2918,DB01162,Terazosin,P35348,Alpha-1A adrenergic receptor
2919,DB01162,Terazosin,P35368,Alpha-1B adrenergic receptor
2920,DB01162,Terazosin,P25100,Alpha-1D adrenergic receptor
2921,DB01162,Terazosin,Q12809,Potassium voltage-gated channel subfamily H member 2
2922,DB01162,Terazosin,Q9H252,Potassium voltage-gated channel subfamily H member 6
2923,DB01162,Terazosin,Q9NS40,Potassium voltage-gated channel subfamily H member 7
2924,DB01162,Terazosin,P01137,Transforming growth factor beta-1
2925,DB00871,Terbutaline,P07550,Beta-2 adrenergic receptor
2926,DB00871,Terbutaline,P13945,Beta-3 adrenergic receptor
2927,DB00871,Terbutaline,P08588,Beta-1 adrenergic receptor
2928,DB00342,Terfenadine,Q12809,Potassium voltage-gated channel subfamily H member 2
2929,DB00342,Terfenadine,P35367,Histamine H1 receptor
2930,DB00342,Terfenadine,P20309,Muscarinic acetylcholine receptor M3
2931,DB00342,Terfenadine,P11229,Muscarinic acetylcholine receptor M1
2932,DB00342,Terfenadine,P08912,Muscarinic acetylcholine receptor M5
2933,DB00342,Terfenadine,P08173,Muscarinic acetylcholine receptor M4
2934,DB00342,Terfenadine,P08172,Muscarinic acetylcholine receptor M2
2935,DB06285,Teriparatide,Q03431,Parathyroid hormone/parathyroid hormone-related peptide receptor
2936,DB00624,Testosterone,P10275,Androgen receptor
2937,DB00624,Testosterone,P03372,Estrogen receptor
2938,DB00624,Testosterone,P08235,Mineralocorticoid receptor
2939,DB04844,Tetrabenazine,Q05940,Synaptic vesicular amine transporter
2940,DB04844,Tetrabenazine,P14416,D(2) dopamine receptor
